Non-Optimized Profile for Pan
=============================

Update or replace this file as new information becomes available.

Conditions of this profile:
   Non-optimized code.
   Run 1088, 34787 events, local I/O.
   Note that the cumulative time (7.2 sec) falls far short of the
   real time of the code, typically it is only 15% of the real time.


Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      60/60          simple_alloc<__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, __default_alloc_template<true, 0> >::deallocate(__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > > *) [540]
-----------------------------------------------
                0.00    0.00      15/57          __as__t6vector2ZP7AnaListZt24__default_alloc_template2b1i0RCt6vector2ZP7AnaListZt24__default_alloc_template2b1i0 [1134]
                0.00    0.00      15/57          vector<AnaList *, __default_alloc_template<true, 0> >::vector(vector<AnaList *, __default_alloc_template<true, 0> > const &) [1140]
                0.00    0.00      27/57          vector<AnaList *, __default_alloc_template<true, 0> >::size(void) const [582]
[543]    0.0    0.00    0.00      57         vector<AnaList *, __default_alloc_template<true, 0> >::end(void) const [543]
-----------------------------------------------
                0.00    0.00      20/54          TaAsciiDB::GetKeyMap(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) const [592]
                0.00    0.00      34/54          TaAsciiDB::InitDataMap(void) [483]
[544]    0.0    0.00    0.00      54         TaKeyMap::LoadType(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [544]
-----------------------------------------------
                0.00    0.00      23/54          multimap<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, vector<dtype *, __default_alloc_template<true, 0> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::lower_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [589]
                0.00    0.00      31/54          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::equal_range(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [573]
[545]    0.0    0.00    0.00      54         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::lower_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [545]
                0.00    0.00     398/2288        rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::key(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [404]
                0.00    0.00     398/18184       __cl__Ct4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0T1 [968]
                0.00    0.00     256/1664        rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::right(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [411]
                0.00    0.00     142/831         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::left(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [431]
                0.00    0.00      54/321         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::root(void) const [463]
                0.00    0.00      54/108         __rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > const &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > const *>::__rb_tree_iterator(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [1059]
-----------------------------------------------
                0.00    0.00       1/53          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::init(void) [699]
                0.00    0.00      21/53          __insert__t7rb_tree5Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZt9select1st1Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZt4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Zt24__default_alloc_template2b1i0P19__rb_tree_node_baseT1RCt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMap [1095]
                0.00    0.00      31/53          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::begin(void) [569]
[546]    0.0    0.00    0.00      53         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::leftmost(void) const [546]
-----------------------------------------------
                0.00    0.00      50/50          rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::create_node(pair<int const, vector<int, __default_alloc_template<true, 0> > > const &) [548]
[547]    0.0    0.00    0.00      50         void construct<pair<int const, vector<int, __default_alloc_template<true, 0> > >, pair<int const, vector<int, __default_alloc_template<true, 0> > > >(pair<int const, vector<int, __default_alloc_template<true, 0> > > *, pair<int const, vector<int, __default_alloc_template<true, 0> > > const &) [547]
                0.00    0.00      50/50          pair<int const, vector<int, __default_alloc_template<true, 0> > >::pair(pair<int const, vector<int, __default_alloc_template<true, 0> > > const &) [1086]
-----------------------------------------------
                0.00    0.00      25/50          __insert__t7rb_tree5ZiZt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0Zt9select1st1Zt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0Zt4less1ZiZt24__default_alloc_template2b1i0P19__rb_tree_node_baseT1RCt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0 [1109]
                0.00    0.00      25/50          rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::clone_node(__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > > *) [583]
[548]    0.0    0.00    0.00      50         rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::create_node(pair<int const, vector<int, __default_alloc_template<true, 0> > > const &) [548]
                0.00    0.00      50/60          rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::get_node(void) [541]
                0.00    0.00      50/50          void construct<pair<int const, vector<int, __default_alloc_template<true, 0> > >, pair<int const, vector<int, __default_alloc_template<true, 0> > > >(pair<int const, vector<int, __default_alloc_template<true, 0> > > *, pair<int const, vector<int, __default_alloc_template<true, 0> > > const &) [547]
-----------------------------------------------
                0.00    0.00      50/50          rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::destroy_node(__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > > *) [550]
[549]    0.0    0.00    0.00      50         void destroy<pair<int const, vector<int, __default_alloc_template<true, 0> > > >(pair<int const, vector<int, __default_alloc_template<true, 0> > > *) [549]
                0.00    0.00      50/80          pair<int const, vector<int, __default_alloc_template<true, 0> > >::~pair(void) [1074]
-----------------------------------------------
                0.00    0.00      50/50          __erase__t7rb_tree5ZiZt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0Zt9select1st1Zt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0Zt4less1ZiZt24__default_alloc_template2b1i0Pt14__rb_tree_node1Zt4pair2ZCiZt6vector2ZiZt24__default_alloc_template2b1i0 [1123]
[550]    0.0    0.00    0.00      50         rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::destroy_node(__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > > *) [550]
                0.00    0.00      50/50          void destroy<pair<int const, vector<int, __default_alloc_template<true, 0> > > >(pair<int const, vector<int, __default_alloc_template<true, 0> > > *) [549]
                0.00    0.00      50/60          rb_tree<int, pair<int const, vector<int, __default_alloc_template<true, 0> > >, select1st<pair<int const, vector<int, __default_alloc_template<true, 0> > > >, less<int>, __default_alloc_template<true, 0> >::put_node(__rb_tree_node<pair<int const, vector<int, __default_alloc_template<true, 0> > > > *) [542]
-----------------------------------------------
                0.00    0.00       1/49          __vc__t3map4Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZt4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Zt24__default_alloc_template2b1i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0 [1187]
                0.00    0.00      48/49          TaAsciiDB::InitDataMap(void) [483]
[551]    0.0    0.00    0.00      49         map<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, TaKeyMap, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::insert(pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const &) [551]
                0.00    0.00      49/49          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::insert_unique(pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const &) [552]
-----------------------------------------------
                0.00    0.00      49/49          map<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, TaKeyMap, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::insert(pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const &) [551]
[552]    0.0    0.00    0.00      49         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::insert_unique(pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const &) [552]
                0.00    0.00     222/782         __cl__Ct9select1st1Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapRCt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMap [1010]
                0.00    0.00     222/18184       __cl__Ct4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0T1 [968]
                0.00    0.00     177/429         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::key(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> > *) [452]
                0.00    0.00      99/260         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::right(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> > *) [464]
                0.00    0.00      78/238         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::left(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> > *) [466]
                0.00    0.00      49/105         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::root(void) const [504]
                0.00    0.00      49/356         __rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> *>::__rb_tree_iterator(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> > *) [1031]
                0.00    0.00      49/49          pair<__rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> *>, bool>::pair(__rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> *> const &, bool const &) [1087]
                0.00    0.00      45/98          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::key(__rb_tree_node_base *) [515]
                0.00    0.00      34/34          __insert__t7rb_tree5Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZt9select1st1Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZt4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Zt24__default_alloc_template2b1i0P19__rb_tree_node_baseT1RCt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMap [1095]
                0.00    0.00      24/31          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::begin(void) [569]
                0.00    0.00      24/24607       __eq__FRC23__rb_tree_base_iteratorT0 [966]
                0.00    0.00      20/20          __mm__t18__rb_tree_iterator3Zt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZRt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMapZPt4pair2ZCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0Z8TaKeyMap [1112]
-----------------------------------------------
                0.00    0.00       2/41          void vector<AnaList *, __default_alloc_template<true, 0> >::range_insert<AnaList **>(AnaList **, AnaList **, AnaList **, forward_iterator_tag) [669]
                0.00    0.00       5/41          __as__t6vector2ZP7AnaListZt24__default_alloc_template2b1i0RCt6vector2ZP7AnaListZt24__default_alloc_template2b1i0 [1134]
                0.00    0.00       8/41          vector<AnaList *, __default_alloc_template<true, 0> >::erase(AnaList **, AnaList **) [626]
                0.00    0.00      12/41          vector<AnaList *, __default_alloc_template<true, 0> >::insert_aux(AnaList **, AnaList *const &) [613]
                0.00    0.00      14/41          vector<AnaList *, __default_alloc_template<true, 0> >::~vector(void) [1114]
[553]    0.0    0.00    0.00      41         void destroy<AnaList **>(AnaList **, AnaList **) [553]
                0.00    0.00      41/81          iterator_traits<AnaList **>::value_type * value_type<AnaList **>(AnaList ** const &) [521]
                0.00    0.00      41/41          void __destroy<AnaList **, AnaList *>(AnaList **, AnaList **, AnaList * *) [1090]
-----------------------------------------------
                0.00    0.00      20/40          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::find(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [597]
                0.00    0.00      20/40          map<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, TaKeyMap, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::end(void) const [595]
[554]    0.0    0.00    0.00      40         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::end(void) const [554]
                0.00    0.00      40/60          __rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap>, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> const *>::__rb_tree_iterator(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, TaKeyMap> > *) [1084]
-----------------------------------------------
                0.00    0.00       9/40          multimap<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, vector<dtype *, __default_alloc_template<true, 0> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::upper_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [623]
                0.00    0.00      31/40          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::equal_range(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [573]
[555]    0.0    0.00    0.00      40         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::upper_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [555]
                0.00    0.00     311/2288        rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::key(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [404]
                0.00    0.00     311/18184       __cl__Ct4less1Zt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b1i0T1 [968]
                0.00    0.00     228/1664        rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::right(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [411]
                0.00    0.00      83/831         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::left(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [431]
                0.00    0.00      40/321         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::root(void) const [463]
                0.00    0.00      40/108         __rb_tree_iterator<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > const &, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > const *>::__rb_tree_iterator(__rb_tree_node<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > > *) [1059]
-----------------------------------------------
                0.00    0.00       8/38          vector<AnaList *, __default_alloc_template<true, 0> >::erase(AnaList **, AnaList **) [626]
                0.00    0.00      30/38          __uninitialized_copy_aux__H2ZPP7AnaListZPP7AnaList_X01T0X11G11__true_type_X11 [1106]
[556]    0.0    0.00    0.00      38         AnaList ** copy<AnaList **, AnaList **>(AnaList **, AnaList **, AnaList **) [556]
                0.00    0.00      38/38          __cl__t15__copy_dispatch2ZPP7AnaListZPP7AnaListPP7AnaListN21 [1092]
-----------------------------------------------
                0.00    0.00      37/37          vector<int, __default_alloc_template<true, 0> >::push_back(int const &) [473]
