Non-Optimized Profile for Pan
=============================

Update or replace this file as new information becomes available.

Conditions of this profile:
   Non-optimized code.
   Run 1088, 34787 events, local I/O.
   Note that the cumulative time (7.2 sec) falls far short of the
   real time of the code, typically it is only 15% of the real time.


Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.02    0.00  473194/612348      void construct<pair<ECutType, int>, pair<ECutType, int> >(pair<ECutType, int> *, pair<ECutType, int> const &) [135]
-----------------------------------------------
                0.00    0.00       7/613142      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::insert_aux(pair<ECutType, int> *, pair<ECutType, int> const &) [309]
                0.01    0.00  139388/613142      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::clear(void) [62]
                0.02    0.00  473747/613142      __as__t6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0RCt6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0 [12]
[134]    0.4    0.03    0.00  613142         vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::begin(void) [134]
-----------------------------------------------
                0.00    0.00       7/612348      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::insert_aux(pair<ECutType, int> *, pair<ECutType, int> const &) [309]
                0.00    0.00       8/612348      __uninitialized_copy_aux__H2ZPt4pair2Z8ECutTypeZiZPt4pair2Z8ECutTypeZi_X01T0X11G12__false_type_X11 [332]
                0.01    0.00  139139/612348      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::push_back(pair<ECutType, int> const &) [186]
                0.02    0.00  473194/612348      __uninitialized_copy_aux__H2ZPCt4pair2Z8ECutTypeZiZPt4pair2Z8ECutTypeZi_X01T0X11G12__false_type_X11 [133]
[135]    0.4    0.03    0.00  612348         void construct<pair<ECutType, int>, pair<ECutType, int> >(pair<ECutType, int> *, pair<ECutType, int> const &) [135]
-----------------------------------------------
                0.00    0.00      12/215330      list<unsigned int, __default_alloc_template<true, 0> >::push_back(unsigned int const &) [302]
                0.03    0.00  215318/215330      TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [44]
[136]    0.4    0.03    0.00  215330         list<unsigned int, __default_alloc_template<true, 0> >::end(void) [136]
                0.00    0.00  215330/338757      __list_iterator<unsigned int, unsigned int &, unsigned int *>::__list_iterator(__list_node<unsigned int> *) [952]
-----------------------------------------------
                0.00    0.00    1122/345358      __cl__t15__copy_dispatch2ZPCdZPdPCdT1Pd [283]
                0.03    0.00  344236/345358      __cl__t15__copy_dispatch2ZPdZPdPdN21 [111]
[137]    0.4    0.03    0.00  345358         __copy_t__H1Zd_PCX01T0PX01G11__true_type_PX01 [137]
-----------------------------------------------
                0.01    0.02  314598/314598      void destroy<double *>(double *, double *) [122]
[138]    0.4    0.01    0.02  314598         void __destroy<double *, double>(double *, double *, double *) [138]
                0.02    0.00  314598/314598      __destroy_aux__H1ZPd_X01T0G11__true_type_v [170]
-----------------------------------------------
                0.02    0.01   34788/34788       TaCutList::~TaCutList(void) [91]
[139]    0.4    0.02    0.01   34788         vector<unsigned int, __default_alloc_template<true, 0> >::~vector(void) [139]
                0.01    0.00   34788/34790       vector<unsigned int, __default_alloc_template<true, 0> >::deallocate(void) [215]
                0.00    0.00   34788/34790       void destroy<unsigned int *>(unsigned int *, unsigned int *) [353]
-----------------------------------------------
                0.00    0.03   34786/34786       __vc__t5deque3Z7TaEventZt24__default_alloc_template2b1i0Ui0Ui [141]
[140]    0.4    0.00    0.03   34786         __vc__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [140]
                0.00    0.02   34786/34786       __pl__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [143]
                0.01    0.00   34786/104360      __ml__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0 [173]
-----------------------------------------------
                0.00    0.03   34786/34786       TaPairFromPair::Fill(TaEvent &) [10]
[141]    0.4    0.00    0.03   34786         __vc__t5deque3Z7TaEventZt24__default_alloc_template2b1i0Ui0Ui [141]
                0.00    0.03   34786/34786       __vc__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [140]
-----------------------------------------------
                0.00    0.00     338/52548       __deque_iterator<VaPair *, VaPair *&, VaPair **, 0>::set_node(VaPair ***) [279]
                0.02    0.00   52210/52548       __mi__Ct16__deque_iterator4ZP6VaPairZRP6VaPairZPP6VaPairUi0RCt16__deque_iterator4ZP6VaPairZRP6VaPairZPP6VaPairUi0 [132]
[142]    0.3    0.02    0.00   52548         __deque_iterator<VaPair *, VaPair *&, VaPair **, 0>::buffer_size(void) [142]
                0.00    0.00   52548/302612      __deque_buf_size(unsigned int, unsigned int) [171]
-----------------------------------------------
                0.00    0.02   34786/34786       __vc__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [140]
[143]    0.3    0.00    0.02   34786         __pl__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [143]
                0.01    0.00   34786/34786       __apl__t16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [194]
                0.01    0.00   69572/69590       __deque_iterator<TaEvent, TaEvent &, TaEvent *, 0>::__deque_iterator(__deque_iterator<TaEvent, TaEvent &, TaEvent *, 0> const &) [234]
-----------------------------------------------
                0.01    0.01   17393/17393       TaCutList::TaCutList(TaCutList const &) [64]
[144]    0.3    0.01    0.01   17393         vector<TaCutInterval, __default_alloc_template<true, 0> >::vector(vector<TaCutInterval, __default_alloc_template<true, 0> > const &) [144]
                0.00    0.01   17393/17393       TaCutInterval * vector<TaCutInterval, __default_alloc_template<true, 0> >::allocate_and_copy<TaCutInterval const *>(unsigned int, TaCutInterval const *, TaCutInterval const *) [224]
                0.00    0.00   52179/358477      vector<TaCutInterval, __default_alloc_template<true, 0> >::begin(void) const [205]
                0.00    0.00   52179/944685      vector<TaCutInterval, __default_alloc_template<true, 0> >::end(void) const [200]
-----------------------------------------------
                0.00    0.02   17392/17392       deque<TaEvent, __default_alloc_template<true, 0>, 0>::push_back_aux(TaEvent const &) [33]
[145]    0.3    0.00    0.02   17392         deque<TaEvent, __default_alloc_template<true, 0>, 0>::reserve_map_at_back(unsigned int) [145]
                0.00    0.02    3106/3106        deque<TaEvent, __default_alloc_template<true, 0>, 0>::reallocate_map(unsigned int, bool) [146]
-----------------------------------------------
                0.00    0.02    3106/3106        deque<TaEvent, __default_alloc_template<true, 0>, 0>::reserve_map_at_back(unsigned int) [145]
[146]    0.3    0.00    0.02    3106         deque<TaEvent, __default_alloc_template<true, 0>, 0>::reallocate_map(unsigned int, bool) [146]
                0.00    0.02    3106/3106        TaEvent ** copy<TaEvent **, TaEvent **>(TaEvent **, TaEvent **, TaEvent **) [166]
                0.00    0.00    6212/41002       __deque_iterator<TaEvent, TaEvent &, TaEvent *, 0>::set_node(TaEvent **) [192]
                0.00    0.00       2/10          unsigned int const & max<unsigned int>(unsigned int const &, unsigned int const &) [619]
                0.00    0.00       2/5           simple_alloc<TaEvent *, __default_alloc_template<true, 0> >::allocate(unsigned int) [634]
                0.00    0.00       2/5           simple_alloc<TaEvent *, __default_alloc_template<true, 0> >::deallocate(TaEvent **, unsigned int) [637]
-----------------------------------------------
                0.00    0.02   34786/34786       TaCutList::TaCutList(TaCutList const &) [64]
[147]    0.3    0.00    0.02   34786         vector<unsigned int, __default_alloc_template<true, 0> >::vector(vector<unsigned int, __default_alloc_template<true, 0> > const &) [147]
                0.01    0.01   34786/34786       unsigned int * vector<unsigned int, __default_alloc_template<true, 0> >::allocate_and_copy<unsigned int const *>(unsigned int, unsigned int const *, unsigned int const *) [164]
                0.00    0.00  104358/1290762     vector<unsigned int, __default_alloc_template<true, 0> >::begin(void) const [157]
                0.00    0.00  104358/104364      vector<unsigned int, __default_alloc_template<true, 0> >::end(void) const [343]
-----------------------------------------------
                0.00    0.02   94450/94450       vector<double, __default_alloc_template<true, 0> >::allocate_and_fill(unsigned int, double const &) [125]
[148]    0.3    0.00    0.02   94450         double * uninitialized_fill_n<double *, unsigned int, double>(double *, unsigned int, double const &) [148]
                0.00    0.02   94450/94450       double * __uninitialized_fill_n<double *, unsigned int, double, double>(double *, unsigned int, double const &, double *) [174]
                0.00    0.00   94450/753860      iterator_traits<double *>::value_type * value_type<double *>(double * const &) [247]
-----------------------------------------------
                0.01    0.01   17393/17393       void list<unsigned int, __default_alloc_template<true, 0> >::range_initialize<__list_iterator<unsigned int, unsigned int const &, unsigned int const *> >(__list_iterator<unsigned int, unsigned int const &, unsigned int const *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>) [110]
[149]    0.3    0.01    0.01   17393         void list<unsigned int, __default_alloc_template<true, 0> >::insert<__list_iterator<unsigned int, unsigned int const &, unsigned int const *> >(__list_iterator<unsigned int, unsigned int &, unsigned int *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>) [149]
                0.01    0.00    1651/1651        __ml__Ct15__list_iterator3ZUiZRCUiZPCUi [246]
                0.00    0.00    1651/1663        list<unsigned int, __default_alloc_template<true, 0> >::insert(__list_iterator<unsigned int, unsigned int &, unsigned int *>, unsigned int const &) [265]
                0.00    0.00   19044/19044       __ne__Ct15__list_iterator3ZUiZRCUiZPCUiRCt15__list_iterator3ZUiZRCUiZPCUi [967]
                0.00    0.00    1651/1663        __list_iterator<unsigned int, unsigned int &, unsigned int *>::__list_iterator(__list_iterator<unsigned int, unsigned int &, unsigned int *> const &) [988]
                0.00    0.00    1651/1651        __pp__t15__list_iterator3ZUiZRCUiZPCUi [990]
-----------------------------------------------
                0.00    0.02       1/1           TaAnalysisManager::Init(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [151]
[150]    0.3    0.00    0.02       1         TaAnalysisManager::InitCommon(void) [150]
                0.00    0.02       1/1           TaRun::Init(void) [152]
                0.00    0.00       1/1           VaAnalysis::RunIni(TaRun &) [296]
                0.00    0.00       1/1           TaBeamAna::TaBeamAna(void) [298]
                0.00    0.00       2/223         TaRun::GetDataBase(void) const [467]
                0.00    0.00       1/1           TaAsciiDB::SelfCheck(void) [689]
                0.00    0.00       1/2           TaAsciiDB::GetAnaType(void) const [651]
                0.00    0.00       1/1           cmp_nocase(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [694]
                0.00    0.00       1/1           VaAnalysis::Init(void) [685]
-----------------------------------------------
                0.00    0.02       1/1           main [1]
[151]    0.3    0.00    0.02       1         TaAnalysisManager::Init(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [151]
                0.00    0.02       1/1           TaAnalysisManager::InitCommon(void) [150]
                0.00    0.00       1/1           TaRun::TaRun(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [1172]
-----------------------------------------------
                0.00    0.02       1/1           TaAnalysisManager::InitCommon(void) [150]
[152]    0.3    0.00    0.02       1         TaRun::Init(void) [152]
                0.00    0.01       1/1           TaAsciiDB::Load(int) [191]
                0.00    0.01       1/1           TaDevice::Init(VaDataBase const &) [250]
                0.00    0.00       1/34794       TaEvent::TaEvent(void) [61]
                0.00    0.00       1/34901       TaRun::GetBuffer(void) [65]
                0.00    0.00       1/1           TaCutList::TaCutList(unsigned int) [320]
                0.00    0.00       1/1           TaCutList::Init(VaDataBase const &) [329]
                0.00    0.00       1/1           TaRun::FindRunNumber(void) [336]
                0.00    0.00       1/1           TaAsciiDB::TaAsciiDB(void) [1174]
                0.00    0.00       1/1           TaDevice::TaDevice(void) [1173]
                0.00    0.00       1/1           TaRun::InitDevices(void) [682]
                0.00    0.00       1/4           TaAsciiDB::GetOverSamp(void) const [642]
-----------------------------------------------
                0.01    0.01   17393/17393       VaAnalysis::PreProcessEvt(void) [4]
[153]    0.3    0.01    0.01   17393         deque<VaPair *, __default_alloc_template<true, 0>, 0>::push_back(VaPair *const &) [153]
                0.01    0.00   17258/17393       void construct<VaPair *, VaPair *>(VaPair * *, VaPair * const &) [225]
                0.00    0.00     135/135         deque<VaPair *, __default_alloc_template<true, 0>, 0>::push_back_aux(VaPair *const &) [277]
-----------------------------------------------
                0.00    0.00       7/430660      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::insert_aux(pair<ECutType, int> *, pair<ECutType, int> const &) [309]
                0.01    0.00  152347/430660      __as__t6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0RCt6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0 [12]
                0.01    0.00  278306/430660      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::~vector(void) [72]
[154]    0.3    0.02    0.00  430660         vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::deallocate(void) [154]
                0.00    0.00  152354/152354      simple_alloc<pair<ECutType, int>, __default_alloc_template<true, 0> >::deallocate(pair<ECutType, int> *, unsigned int) [341]
-----------------------------------------------
                0.00    0.00     544/1937124     vector<double, __default_alloc_template<true, 0> >::capacity(void) const [310]
                0.00    0.00     544/1937124     __as__t6vector2ZdZt24__default_alloc_template2b1i0RCt6vector2ZdZt24__default_alloc_template2b1i0 [273]
                0.00    0.00    1734/1937124     vector<double, __default_alloc_template<true, 0> >::vector(vector<double, __default_alloc_template<true, 0> > const &) [281]
                0.01    0.00  789114/1937124     vector<double, __default_alloc_template<true, 0> >::size(void) const [101]
                0.01    0.00 1145188/1937124     __vc__Ct6vector2ZdZt24__default_alloc_template2b1i0Ui [95]
[155]    0.3    0.02    0.00 1937124         vector<double, __default_alloc_template<true, 0> >::begin(void) const [155]
-----------------------------------------------
                0.00    0.00  156540/1808914     vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::vector(vector<TaLabelledQuantity, __default_alloc_template<true, 0> > const &) [43]
                0.00    0.00  313080/1808914     __as__t6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0RCt6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0 [20]
                0.01    0.00 1339294/1808914     vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::size(void) const [46]
[156]    0.3    0.02    0.00 1808914         vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::end(void) const [156]
-----------------------------------------------
                0.00    0.00       6/1290762     vector<unsigned int, __default_alloc_template<true, 0> >::size(void) const [333]
                0.00    0.00  104358/1290762     vector<unsigned int, __default_alloc_template<true, 0> >::vector(vector<unsigned int, __default_alloc_template<true, 0> > const &) [147]
                0.02    0.00 1186398/1290762     __vc__Ct6vector2ZUiZt24__default_alloc_template2b1i0Ui [116]
[157]    0.3    0.02    0.00 1290762         vector<unsigned int, __default_alloc_template<true, 0> >::begin(void) const [157]
-----------------------------------------------
                0.00    0.00    9901/1196299     TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [44]
                0.02    0.00 1186398/1196299     TaCutList::OK(TaEvent const &) const [27]
[158]    0.3    0.02    0.00 1196299         TaCutInterval::GetCut(void) const [158]
-----------------------------------------------
                0.00    0.00   15646/481781      TaRun::AccumPair(VaPair const &) [16]
                0.00    0.00   31293/481781      TaRun::AccumEvent(TaEvent const &) [15]
                0.00    0.00   34794/481781      vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::clear(void) [128]
                0.00    0.00   86968/481781      vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [42]
                0.01    0.00  313080/481781      __as__t6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0RCt6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0 [20]
[159]    0.3    0.02    0.00  481781         vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::begin(void) [159]
-----------------------------------------------
                0.00    0.00   15645/379210      VaPair::PassedCutsInt(TaCutList) [39]
                0.00    0.00   15746/379210      VaPair::PassedCuts(void) [254]
                0.00    0.00   34786/379210      TaRun::AccumPair(VaPair const &) [16]
                0.00    0.00   69531/379210      VaPair::GetAsy(int) [181]
                0.00    0.00   69572/379210      VaAnalysis::AutoPairAna(void) [14]
                0.01    0.00  173930/379210      VaPair::GetDiff(int) [117]
[160]    0.3    0.02    0.00  379210         VaPair::GetRight(void) const [160]
-----------------------------------------------
                0.01    0.00  125168/375488      TaRun::AccumEvent(TaEvent const &) [15]
                0.01    0.00  250320/375488      TaRun::AccumPair(VaPair const &) [16]
[161]    0.3    0.02    0.00  375488         TaLabelledQuantity::GetVal(void) const [161]
-----------------------------------------------
                0.00    0.00       7/152354      vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::insert_aux(pair<ECutType, int> *, pair<ECutType, int> const &) [309]
                0.02    0.00  152347/152354      pair<ECutType, int> * vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::allocate_and_copy<pair<ECutType, int> const *>(unsigned int, pair<ECutType, int> const *, pair<ECutType, int> const *) [85]
[162]    0.3    0.02    0.00  152354         simple_alloc<pair<ECutType, int>, __default_alloc_template<true, 0> >::allocate(unsigned int) [162]
-----------------------------------------------
                0.01    0.00   52180/139148      TaLabelledQuantity * vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::allocate_and_copy<TaLabelledQuantity const *>(unsigned int, TaLabelledQuantity const *, TaLabelledQuantity const *) [76]
                0.01    0.00   86968/139148      vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [42]
[163]    0.3    0.02    0.00  139148         simple_alloc<TaLabelledQuantity, __default_alloc_template<true, 0> >::allocate(unsigned int) [163]
-----------------------------------------------
                0.01    0.01   34786/34786       vector<unsigned int, __default_alloc_template<true, 0> >::vector(vector<unsigned int, __default_alloc_template<true, 0> > const &) [147]
[164]    0.3    0.01    0.01   34786         unsigned int * vector<unsigned int, __default_alloc_template<true, 0> >::allocate_and_copy<unsigned int const *>(unsigned int, unsigned int const *, unsigned int const *) [164]
                0.00    0.01   34786/34786       unsigned int * uninitialized_copy<unsigned int const *, unsigned int *>(unsigned int const *, unsigned int const *, unsigned int *) [218]
                0.00    0.00   34786/34788       simple_alloc<unsigned int, __default_alloc_template<true, 0> >::allocate(unsigned int) [356]
-----------------------------------------------
                0.00    0.00       5/17399       vector<TaCutInterval, __default_alloc_template<true, 0> >::insert_aux(TaCutInterval *, TaCutInterval const &) [308]
                0.01    0.01   17394/17399       vector<TaCutInterval, __default_alloc_template<true, 0> >::~vector(void) [177]
[165]    0.3    0.01    0.01   17399         void destroy<TaCutInterval *>(TaCutInterval *, TaCutInterval *) [165]
                0.00    0.01   17399/17399       void __destroy<TaCutInterval *, TaCutInterval>(TaCutInterval *, TaCutInterval *, TaCutInterval *) [239]
                0.00    0.00   17399/34802       iterator_traits<TaCutInterval *>::value_type * value_type<TaCutInterval *>(TaCutInterval * const &) [352]
-----------------------------------------------
                0.00    0.02    3106/3106        deque<TaEvent, __default_alloc_template<true, 0>, 0>::reallocate_map(unsigned int, bool) [146]
[166]    0.3    0.00    0.02    3106         TaEvent ** copy<TaEvent **, TaEvent **>(TaEvent **, TaEvent **, TaEvent **) [166]
                0.01    0.01    3106/3106        __cl__t15__copy_dispatch2ZPP7TaEventZPP7TaEventPP7TaEventN21 [176]
-----------------------------------------------
                0.00    0.00     180/2602        TaAsciiDB::GetDacNoise(int const &, int const &, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [255]
                0.00    0.00     600/2602        TaAsciiDB::GetData(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, vector<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, __default_alloc_template<true, 0> >) const [253]
                0.00    0.01    1822/2602        TaAsciiDB::FindTable(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [190]
[167]    0.3    0.00    0.02    2602         VaDataBase::bstrstr(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) const [167]
                0.00    0.01   11000/11000       map<char, int, less<char>, __default_alloc_template<true, 0> >::find(char const &) [227]
                0.01    0.00    5162/5162        __ne__H1Zt18__rb_tree_iterator3Zt4pair2ZCcZiZRt4pair2ZCcZiZPt4pair2ZCcZi_RCX01T0_b [244]
                0.00    0.00   10662/10662       map<char, int, less<char>, __default_alloc_template<true, 0> >::end(void) [374]
                0.00    0.00    6228/6228        __rf__Ct18__rb_tree_iterator3Zt4pair2ZCcZiZRt4pair2ZCcZiZPt4pair2ZCcZi [976]
                0.00    0.00    5500/24607       __eq__FRC23__rb_tree_base_iteratorT0 [966]
                0.00    0.00      72/72          pair<char const, int>::<char, int>pair(pair<char, int> const &) [1078]
                0.00    0.00      72/72          map<char, int, less<char>, __default_alloc_template<true, 0> >::insert(pair<char const, int> const &) [534]
                0.00    0.00       4/4           __rb_tree_iterator<pair<char const, int>, pair<char const, int> &, pair<char const, int> *>::__rb_tree_iterator(void) [1148]
                0.00    0.00       2/2           map<char, int, less<char>, __default_alloc_template<true, 0> >::map(void) [1164]
                0.00    0.00       1/1           pair<char, int>::pair(void) [1181]
-----------------------------------------------
                                                 <spontaneous>
[168]    0.3    0.02    0.00                 THaCodaFile::codaRead(void) [168]
-----------------------------------------------
                                                 <spontaneous>
[169]    0.3    0.02    0.00                 THaCodaFile::staterr(TString, int) [169]
-----------------------------------------------
                0.02    0.00  314598/314598      void __destroy<double *, double>(double *, double *, double *) [138]
[170]    0.3    0.02    0.00  314598         __destroy_aux__H1ZPd_X01T0G11__true_type_v [170]
-----------------------------------------------
                0.00    0.00     274/302612      deque<VaPair *, __default_alloc_template<true, 0>, 0>::buffer_size(void) [294]
                0.00    0.00   34796/302612      deque<TaEvent, __default_alloc_template<true, 0>, 0>::buffer_size(void) [193]
                0.00    0.00   52548/302612      __deque_iterator<VaPair *, VaPair *&, VaPair **, 0>::buffer_size(void) [142]
                0.01    0.00  214994/302612      __deque_iterator<TaEvent, TaEvent &, TaEvent *, 0>::buffer_size(void) [189]
[171]    0.3    0.02    0.00  302612         __deque_buf_size(unsigned int, unsigned int) [171]
-----------------------------------------------
                0.02    0.00  110959/110959      TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [44]
[172]    0.3    0.02    0.00  110959         __ne__Ct15__list_iterator3ZUiZRUiZPUiRCt15__list_iterator3ZUiZRUiZPUi [172]
-----------------------------------------------
                0.01    0.00   34786/104360      __vc__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0i [140]
                0.01    0.00   69574/104360      deque<TaEvent, __default_alloc_template<true, 0>, 0>::front(void) [131]
[173]    0.3    0.02    0.00  104360         __ml__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0 [173]
-----------------------------------------------
                0.00    0.02   94450/94450       double * uninitialized_fill_n<double *, unsigned int, double>(double *, unsigned int, double const &) [148]
[174]    0.3    0.00    0.02   94450         double * __uninitialized_fill_n<double *, unsigned int, double, double>(double *, unsigned int, double const &, double *) [174]
                0.01    0.01   94450/94450       __uninitialized_fill_n_aux__H3ZPdZUiZd_X01X11RCX21G11__true_type_X01 [175]
-----------------------------------------------
                0.01    0.01   94450/94450       double * __uninitialized_fill_n<double *, unsigned int, double, double>(double *, unsigned int, double const &, double *) [174]
[175]    0.3    0.01    0.01   94450         __uninitialized_fill_n_aux__H3ZPdZUiZd_X01X11RCX21G11__true_type_X01 [175]
                0.01    0.00   94450/94450       double * fill_n<double *, unsigned int, double>(double *, unsigned int, double const &) [212]
-----------------------------------------------
                0.01    0.01    3106/3106        TaEvent ** copy<TaEvent **, TaEvent **>(TaEvent **, TaEvent **, TaEvent **) [166]
[176]    0.3    0.01    0.01    3106         __cl__t15__copy_dispatch2ZPP7TaEventZPP7TaEventPP7TaEventN21 [176]
                0.01    0.00    3106/3106        __copy_t__H1ZP7TaEvent_PCX01T0PX01G11__true_type_PX01 [245]
-----------------------------------------------
                0.00    0.02   17394/17394       TaCutList::~TaCutList(void) [91]
[177]    0.3    0.00    0.02   17394         vector<TaCutInterval, __default_alloc_template<true, 0> >::~vector(void) [177]
                0.01    0.01   17394/17399       void destroy<TaCutInterval *>(TaCutInterval *, TaCutInterval *) [165]
                0.00    0.00   17394/17399       vector<TaCutInterval, __default_alloc_template<true, 0> >::deallocate(void) [362]
-----------------------------------------------
                0.00    0.02   17394/17394       TaCutList::~TaCutList(void) [91]
[178]    0.3    0.00    0.02   17394         list<unsigned int, __default_alloc_template<true, 0> >::~list(void) [178]
                0.01    0.00   17394/17394       list<unsigned int, __default_alloc_template<true, 0> >::clear(void) [195]
                0.01    0.00   17394/19057       list<unsigned int, __default_alloc_template<true, 0> >::put_node(__list_node<unsigned int> *) [221]
-----------------------------------------------
                0.00    0.00   34785/139206      TaPairFromPair::Fill(TaEvent &) [10]
                0.00    0.00   34787/139206      VaAnalysis::PreProcessEvt(void) [4]
                0.00    0.00   34787/139206      VaAnalysis::ProcessEvt(void) [22]
                0.00    0.00   34847/139206      VaAnalysis::ProcessRun(void) [2]
[179]    0.3    0.01    0.01  139206         deque<TaEvent, __default_alloc_template<true, 0>, 0>::size(void) const [179]
                0.00    0.01  139206/139206      __mi__Ct16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0RCt16__deque_iterator4Z7TaEventZR7TaEventZP7TaEventUi0 [248]
-----------------------------------------------
                0.00    0.00       1/17394       list<unsigned int, __default_alloc_template<true, 0> >::list(void) [321]
                0.01    0.01   17393/17394       void list<unsigned int, __default_alloc_template<true, 0> >::range_initialize<__list_iterator<unsigned int, unsigned int const &, unsigned int const *> >(__list_iterator<unsigned int, unsigned int const &, unsigned int const *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>) [110]
[180]    0.3    0.01    0.01   17394         list<unsigned int, __default_alloc_template<true, 0> >::empty_initialize(void) [180]
                0.00    0.01   17394/19057       list<unsigned int, __default_alloc_template<true, 0> >::get_node(void) [220]
-----------------------------------------------
                0.00    0.02   34786/34786       VaAnalysis::AutoPairAna(void) [14]
[181]    0.3    0.00    0.02   34786         VaPair::GetAsy(int) [181]
                0.01    0.00  139062/1234833     TaEvent::GetData(int) const [59]
                0.00    0.00   69531/379210      VaPair::GetRight(void) const [160]
                0.00    0.00   69531/380858      VaPair::GetLeft(void) const [203]
-----------------------------------------------
                0.01    0.01  313080/313080      TaLabelledQuantity * copy<TaLabelledQuantity const *, TaLabelledQuantity *>(TaLabelledQuantity const *, TaLabelledQuantity const *, TaLabelledQuantity *) [183]
[182]    0.3    0.01    0.01  313080         __cl__t15__copy_dispatch2ZPC18TaLabelledQuantityZP18TaLabelledQuantityPC18TaLabelledQuantityT1P18TaLabelledQuantity [182]
                0.00    0.01  313080/347874      __copy_t__H1Z18TaLabelledQuantity_PCX01T0PX01G12__false_type_PX01 [231]
-----------------------------------------------
                0.00    0.02  313080/313080      __as__t6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0RCt6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0 [20]
[183]    0.3    0.00    0.02  313080         TaLabelledQuantity * copy<TaLabelledQuantity const *, TaLabelledQuantity *>(TaLabelledQuantity const *, TaLabelledQuantity const *, TaLabelledQuantity *) [183]
                0.01    0.01  313080/313080      __cl__t15__copy_dispatch2ZPC18TaLabelledQuantityZP18TaLabelledQuantityPC18TaLabelledQuantityT1P18TaLabelledQuantity [182]
-----------------------------------------------
                0.00    0.02   34794/34794       vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::clear(void) [128]
[184]    0.2    0.00    0.02   34794         vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::erase(TaLabelledQuantity *, TaLabelledQuantity *) [184]
