Profile for Pan
===============

Update or replace this file as new information becomes available.

Conditions of this profile:
   Optimized code, gcc level 1.
   Run 1088, 34787 events, local I/O.
   Note that the cumulative time (6.7 sec) falls far short of the
   real time of the code, typically it is only 15% of the real time.


Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.02    0.00  139144/1095770     __as__t6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0RCt6vector2Z18TaLabelledQuantityZt24__default_alloc_template2b1i0 [21]
                0.02    0.00  139148/1095770     TaRun::AccumEvent(TaEvent const &) [20]
                0.05    0.00  260898/1095770     vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [26]
                0.05    0.00  278288/1095770     TaRun::AccumPair(VaPair const &) [23]
                0.05    0.00  278288/1095770     VaPair::~VaPair(void) [32]
[24]     2.8    0.19    0.00 1095770         TaLabelledQuantity::~TaLabelledQuantity(void) [24]
-----------------------------------------------
                0.01    0.17  278288/278288      VaAnalysis::AutoPairAna(void) [14]
[25]     2.6    0.01    0.17  278288         VaPair::AddResult(TaLabelledQuantity const &) [25]
                0.08    0.09   86965/86968       vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [26]
-----------------------------------------------
                0.00    0.00       3/86968       TaEvent::AddResult(TaLabelledQuantity const &) [80]
                0.08    0.09   86965/86968       VaPair::AddResult(TaLabelledQuantity const &) [25]
[26]     2.5    0.08    0.09   86968         vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [26]
                0.05    0.00  260898/1095770     TaLabelledQuantity::~TaLabelledQuantity(void) [24]
                0.04    0.00  173936/173936      __uninitialized_copy_aux__H2ZP18TaLabelledQuantityZP18TaLabelledQuantity_X01T0X11G12__false_type_X11 [50]
-----------------------------------------------
                0.02    0.03   33038/100864      VaPair::PassedCutsInt(TaCutList) [33]
                0.02    0.03   33039/100864      TaRun::AccumPair(VaPair const &) [23]
                0.02    0.03   34787/100864      TaRun::AccumEvent(TaEvent const &) [20]
[27]     2.4    0.06    0.10  100864         TaCutList::OK(TaEvent const &) const [27]
                0.03    0.03  593199/593199      TaCutInterval::Inside(TaEvent const &, unsigned int, unsigned int) const [38]
                0.04    0.00 1186398/1196299     TaCutInterval::GetCut(void) const [48]
-----------------------------------------------
                0.00    0.00   34787/1234833     TaEvent::GetHelicity(void) const [74]
                0.01    0.00   69572/1234833     VaAnalysis::AutoPairAna(void) [14]
                0.01    0.00   69573/1234833     TaEvent::CheckEvent(TaRun const &) [17]
                0.01    0.00  104361/1234833     TaEvent::Decode(TaDevice const &) [11]
                0.01    0.00  139062/1234833     VaPair::GetAsy(int) [67]
                0.01    0.00  139148/1234833     TaBeamAna::EventAnalysis(void) [19]
                0.02    0.00  156539/1234833     TaEvent::GetTimeSlot(void) const [58]
                0.02    0.00  173931/1234833     TaEvent::GetPairSynch(void) const [66]
                0.03    0.01  347860/1234833     VaPair::GetDiff(int) [46]
[28]     2.1    0.12    0.02 1234833         TaEvent::GetData(int) const [28]
                0.02    0.00 1234833/1234833     TaEvent::Idx(int const &) const [59]
-----------------------------------------------
[29]     1.6    0.11    0.00  347875+139154  <cycle 1 as a whole> [29]
                0.04    0.00  347876             TaEvent::Uncreate(void) <cycle 1> [47]
-----------------------------------------------
                0.00    0.00       2/17394       VaAnalysis::RunFini(void) [78]
                0.02    0.09   17392/17394       VaAnalysis::ProcessPair(void) [12]
[30]     1.6    0.02    0.09   17394         TaPairFromPair::~TaPairFromPair(void) [30]
                0.03    0.06   17394/17394       VaPair::~VaPair(void) [32]
-----------------------------------------------
                0.07    0.02   17393/17393       VaAnalysis::AutoPairAna(void) [14]
[31]     1.3    0.07    0.02   17393         TaCutList::TaCutList(TaCutList const &) [31]
                0.02    0.00   17393/17393       __uninitialized_copy_aux__H2ZPC13TaCutIntervalZP13TaCutInterval_X01T0X11G12__false_type_X11 [65]
                0.00    0.00   17393/17393       void list<unsigned int, __default_alloc_template<true, 0> >::insert<__list_iterator<unsigned int, unsigned int const &, unsigned int const *> >(__list_iterator<unsigned int, unsigned int &, unsigned int *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>, __list_iterator<unsigned int, unsigned int const &, unsigned int const *>) [106]
-----------------------------------------------
                0.03    0.06   17394/17394       TaPairFromPair::~TaPairFromPair(void) [30]
[32]     1.3    0.03    0.06   17394         VaPair::~VaPair(void) [32]
                0.05    0.00  278288/1095770     TaLabelledQuantity::~TaLabelledQuantity(void) [24]
                0.01    0.00   34788/347875      TaEvent::~TaEvent(void) <cycle 1> [35]
-----------------------------------------------
                0.01    0.07   17393/17393       VaAnalysis::AutoPairAna(void) [14]
[33]     1.2    0.01    0.07   17393         VaPair::PassedCutsInt(TaCutList) [33]
                0.02    0.03   33038/100864      TaCutList::OK(TaEvent const &) const [27]
                0.02    0.00  103426/103465      TaCutInterval::~TaCutInterval(void) [63]
                0.00    0.00   15645/379210      VaPair::GetRight(void) const [68]
                0.00    0.00   17393/380858      VaPair::GetLeft(void) const [98]
                0.00    0.00   17393/17394       list<unsigned int, __default_alloc_template<true, 0> >::clear(void) [105]
-----------------------------------------------
                0.02    0.05   34787/34787       VaAnalysis::ProcessRun(void) [2]
[34]     1.1    0.02    0.05   34787         TaRun::AddCuts(void) [34]
                0.05    0.00  104359/104359      TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [42]
                0.00    0.00  104359/1567928     TaEvent::GetEvNumber(void) const [51]
                0.00    0.00  170632/170632      TaEvent::GetCutsPassed(void) const [99]
                0.00    0.00   72875/72875       TaEvent::GetCuts(void) const [101]
-----------------------------------------------
                                   1             TaEvent::Uncreate(void) <cycle 1> [47]
                0.00    0.00       1/347875      TaRun::Uncreate(void) [87]
                0.00    0.00       1/347875      VaAnalysis::~VaAnalysis(void) [95]
                0.00    0.00       1/347875      VaAnalysis::RunFini(void) [78]
                0.00    0.00       2/347875      TaPairFromPair::HelSeqOK(EHelicity) [89]
                0.00    0.00   13915/347875      TaPairFromPair::Fill(TaEvent &) [7]
                0.01    0.00   17392/347875      deque<TaEvent, __default_alloc_template<true, 0>, 0>::push_back_aux(TaEvent const &) [18]
                0.01    0.00   17392/347875      deque<TaEvent, __default_alloc_template<true, 0>, 0>::pop_front_aux(void) [73]
                0.01    0.00   27830/347875      VaAnalysis::PreProcessEvt(void) [4]
                0.01    0.00   27830/347875      VaAnalysis::ProcessEvt(void) [16]
                0.01    0.00   34788/347875      VaPair::~VaPair(void) [32]
[35]     1.0    0.07    0.00  139153         TaEvent::~TaEvent(void) <cycle 1> [35]
                0.00    0.00       4/1095770     TaLabelledQuantity::~TaLabelledQuantity(void) [24]
                              139153             TaEvent::Uncreate(void) <cycle 1> [47]
-----------------------------------------------
                0.00    0.00       1/17394       VaAnalysis::RunIni(TaRun &) [83]
                0.00    0.07   17393/17394       VaAnalysis::PreProcessEvt(void) [4]
[36]     1.0    0.00    0.07   17394         VaAnalysis::NewPrePair(void) [36]
                0.01    0.06   17394/17394       TaPairFromPair::TaPairFromPair(void) [37]
-----------------------------------------------
                0.01    0.06   17394/17394       VaAnalysis::NewPrePair(void) [36]
[37]     1.0    0.01    0.06   17394         TaPairFromPair::TaPairFromPair(void) [37]
                0.02    0.03   17394/17394       VaPair::VaPair(void) [41]
                0.01    0.00   17394/34788       VaPair::Init(void) [70]
-----------------------------------------------
                0.03    0.03  593199/593199      TaCutList::OK(TaEvent const &) const [27]
[38]     0.9    0.03    0.03  593199         TaCutInterval::Inside(TaEvent const &, unsigned int, unsigned int) const [38]
                0.03    0.00 1185241/1567928     TaEvent::GetEvNumber(void) const [51]
-----------------------------------------------
                0.06    0.00  487018/487018      TaEvent::Decode(TaDevice const &) [11]
[39]     0.9    0.06    0.00  487018         TaEvent::Rotate(double, double, int) [39]
-----------------------------------------------
                0.00    0.00      16/172117      TaAsciiDB::GetData(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, vector<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, __default_alloc_template<true, 0> >) const [81]
                0.03    0.00   78225/172117      TaRun::AccumPair(VaPair const &) [23]
                0.03    0.00   93876/172117      TaRun::AccumEvent(TaEvent const &) [20]
[40]     0.9    0.06    0.00  172117         vector<double, __default_alloc_template<true, 0> >::insert_aux(double *, double const &) [40]
-----------------------------------------------
                0.02    0.03   17394/17394       TaPairFromPair::TaPairFromPair(void) [37]
[41]     0.8    0.02    0.03   17394         VaPair::VaPair(void) [41]
                0.03    0.00   34788/34794       TaEvent::TaEvent(void) [57]
                0.01    0.00   17394/34788       VaPair::Init(void) [70]
-----------------------------------------------
                0.05    0.00  104359/104359      TaRun::AddCuts(void) [34]
[42]     0.8    0.05    0.00  104359         TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [42]
                0.00    0.00    9901/1196299     TaCutInterval::GetCut(void) const [48]
                0.00    0.00       5/5           vector<TaCutInterval, __default_alloc_template<true, 0> >::insert_aux(TaCutInterval *, TaCutInterval const &) [84]
                0.00    0.00      12/103465      TaCutInterval::~TaCutInterval(void) [63]
                0.00    0.00    3289/3289        TaCutInterval::GetVal(void) const [108]
                0.00    0.00      12/12          TaCutInterval::TaCutInterval(ECutType, int, unsigned int, unsigned int) [382]
                0.00    0.00      12/12          TaCutInterval::SetEnd(unsigned int) [154]
-----------------------------------------------
                0.00    0.00       1/3930932     TaRun::FindRunNumber(void) [97]
                0.05    0.00 3930931/3930932     TaEvent::Decode(TaDevice const &) [11]
[43]     0.7    0.05    0.00 3930932         TaEvent::GetRawData(int) const [43]
-----------------------------------------------
                0.02    0.00   15645/46937       TaRun::AccumPair(VaPair const &) [23]
                0.03    0.00   31292/46937       TaRun::AccumEvent(TaEvent const &) [20]
[44]     0.7    0.05    0.00   46937         TaStatistics::Update(vector<double, __default_alloc_template<true, 0> > const &, vector<double, __default_alloc_template<true, 0> > const &, vector<double, __default_alloc_template<true, 0> > const &) [44]
-----------------------------------------------
                0.00    0.00       1/34901       TaRun::Init(void) [79]
                0.01    0.04   34900/34901       TaRun::NextEvent(void) [9]
[45]     0.7    0.01    0.04   34901         TaRun::GetBuffer(void) [45]
                0.03    0.01   34900/34900       TaEvent::Load(int const *) [52]
-----------------------------------------------
                0.00    0.04  173930/173930      VaAnalysis::AutoPairAna(void) [14]
[46]     0.7    0.00    0.04  173930         VaPair::GetDiff(int) [46]
                0.03    0.01  347860/1234833     TaEvent::GetData(int) const [28]
                0.00    0.00  173930/379210      VaPair::GetRight(void) const [68]
                0.00    0.00  173930/380858      VaPair::GetLeft(void) const [98]
-----------------------------------------------
                              139153             TaEvent::~TaEvent(void) <cycle 1> [35]
                0.00    0.00       1/347875      __do_global_dtors_aux [92]
                0.00    0.00       1/347875      __do_global_ctors_aux [91]
                0.07    0.00  208721/347875      TaEvent::operator=(TaEvent const &) [6]
[47]     0.6    0.04    0.00  347876         TaEvent::Uncreate(void) <cycle 1> [47]
                0.00    0.00       1/34794       TaEvent::TaEvent(void) [57]
                                   1             TaEvent::~TaEvent(void) <cycle 1> [35]
-----------------------------------------------
                0.00    0.00    9901/1196299     TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [42]
                0.04    0.00 1186398/1196299     TaCutList::OK(TaEvent const &) const [27]
[48]     0.6    0.04    0.00 1196299         TaCutInterval::GetCut(void) const [48]
-----------------------------------------------
                                                 <spontaneous>
[49]     0.6    0.04    0.00                 evRead(int, int *, int) [49]
-----------------------------------------------
                0.04    0.00  173936/173936      vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [26]
[50]     0.6    0.04    0.00  173936         __uninitialized_copy_aux__H2ZP18TaLabelledQuantityZP18TaLabelledQuantity_X01T0X11G12__false_type_X11 [50]
-----------------------------------------------
                0.00    0.00       1/1567928     VaAnalysis::RunFini(void) [78]
                0.00    0.00   34786/1567928     TaRun::AccumPair(VaPair const &) [23]
                0.00    0.00   34787/1567928     TaEvent::CheckEvent(TaRun const &) [17]
                0.00    0.00   34787/1567928     TaPairFromPair::CheckSequence(TaEvent &) [13]
                0.00    0.00   34787/1567928     TaRun::Decode(void) [10]
                0.00    0.00   69572/1567928     VaAnalysis::AutoPairAna(void) [14]
                0.00    0.00   69608/1567928     VaAnalysis::ProcessRun(void) [2]
                0.00    0.00  104359/1567928     TaRun::AddCuts(void) [34]
                0.03    0.00 1185241/1567928     TaCutInterval::Inside(TaEvent const &, unsigned int, unsigned int) const [38]
[51]     0.6    0.04    0.00 1567928         TaEvent::GetEvNumber(void) const [51]
-----------------------------------------------
                0.03    0.01   34900/34900       TaRun::GetBuffer(void) [45]
[52]     0.5    0.03    0.01   34900         TaEvent::Load(int const *) [52]
                0.01    0.00   34900/104586      TaEvent::IsPhysicsEvent(void) const [61]
-----------------------------------------------
                0.00    0.03   17393/17393       VaAnalysis::AutoPairAna(void) [14]
[53]     0.5    0.00    0.03   17393         VaPair::PassedCuts(void) [53]
                0.03    0.00   33139/33139       TaEvent::CutStatus(void) const [54]
                0.00    0.00   15746/379210      VaPair::GetRight(void) const [68]
                0.00    0.00   17393/380858      VaPair::GetLeft(void) const [98]
-----------------------------------------------
                0.03    0.00   33139/33139       VaPair::PassedCuts(void) [53]
[54]     0.4    0.03    0.00   33139         TaEvent::CutStatus(void) const [54]
-----------------------------------------------
                                                 <spontaneous>
[55]     0.4    0.03    0.00                 THaCodaFile::staterr(TString, int) [55]
-----------------------------------------------
                0.03    0.00  152413/152413      __as__t6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0RCt6vector2Zt4pair2Z8ECutTypeZiZt24__default_alloc_template2b1i0 [22]
[56]     0.4    0.03    0.00  152413         __uninitialized_copy_aux__H2ZPCt4pair2Z8ECutTypeZiZPt4pair2Z8ECutTypeZi_X01T0X11G12__false_type_X11 [56]
-----------------------------------------------
                0.00    0.00       1/34794       TaRun::Init(void) [79]
                0.00    0.00       1/34794       VaAnalysis::VaAnalysis(void) [93]
                0.00    0.00       1/34794       VaAnalysis::RunIni(TaRun &) [83]
                0.00    0.00       1/34794       TaEvent::Uncreate(void) <cycle 1> [47]
                0.00    0.00       2/34794       TaPairFromPair::HelSeqOK(EHelicity) [89]
                0.03    0.00   34788/34794       VaPair::VaPair(void) [41]
[57]     0.4    0.03    0.00   34794         TaEvent::TaEvent(void) [57]
-----------------------------------------------
                0.00    0.00   17393/156539      TaPairFromPair::Fill(TaEvent &) [7]
                0.00    0.01   69572/156539      TaEvent::CheckEvent(TaRun const &) [17]
                0.00    0.01   69574/156539      TaPairFromPair::CheckSequence(TaEvent &) [13]
[58]     0.4    0.01    0.02  156539         TaEvent::GetTimeSlot(void) const [58]
                0.02    0.00  156539/1234833     TaEvent::GetData(int) const [28]
-----------------------------------------------
                0.02    0.00 1234833/1234833     TaEvent::GetData(int) const [28]
[59]     0.3    0.02    0.00 1234833         TaEvent::Idx(int const &) const [59]
-----------------------------------------------
                0.01    0.00   34787/139146      TaPairFromPair::CheckSequence(TaEvent &) [13]
                0.01    0.00  104359/139146      TaEvent::CheckEvent(TaRun const &) [17]
[60]     0.3    0.02    0.00  139146         TaEvent::AddCut(ECutType, int) [60]
                0.00    0.00       7/7           vector<pair<ECutType, int>, __default_alloc_template<true, 0> >::insert_aux(pair<ECutType, int> *, pair<ECutType, int> const &) [157]
-----------------------------------------------
                0.01    0.00   34787/104586      TaEvent::Decode(TaDevice const &) [11]
                0.01    0.00   34899/104586      TaRun::NextEvent(void) [9]
                0.01    0.00   34900/104586      TaEvent::Load(int const *) [52]
[61]     0.3    0.02    0.00  104586         TaEvent::IsPhysicsEvent(void) const [61]
-----------------------------------------------
                                                 <spontaneous>
[62]     0.3    0.02    0.00                 THaCodaFile::codaRead(void) [62]
-----------------------------------------------
                0.00    0.00      12/103465      TaCutList::UpdateCutInterval(ECutType, int, unsigned int) [42]
                0.00    0.00      12/103465      TaCutList::~TaCutList(void) [90]
                0.00    0.00      15/103465      vector<TaCutInterval, __default_alloc_template<true, 0> >::insert_aux(TaCutInterval *, TaCutInterval const &) [84]
                0.02    0.00  103426/103465      VaPair::PassedCutsInt(TaCutList) [33]
[63]     0.3    0.02    0.00  103465         TaCutInterval::~TaCutInterval(void) [63]
-----------------------------------------------
                0.01    0.00   17393/52180       TaRun::AccumPair(VaPair const &) [23]
                0.01    0.00   34787/52180       TaRun::AccumEvent(TaEvent const &) [20]
[64]     0.3    0.02    0.00   52180         __uninitialized_copy_aux__H2ZPC18TaLabelledQuantityZP18TaLabelledQuantity_X01T0X11G12__false_type_X11 [64]
-----------------------------------------------
                0.02    0.00   17393/17393       TaCutList::TaCutList(TaCutList const &) [31]
[65]     0.3    0.02    0.00   17393         __uninitialized_copy_aux__H2ZPC13TaCutIntervalZP13TaCutInterval_X01T0X11G12__false_type_X11 [65]
-----------------------------------------------
                0.00    0.01   69573/173931      TaPairFromPair::Fill(TaEvent &) [7]
                0.00    0.01  104358/173931      TaPairFromPair::CheckSequence(TaEvent &) [13]
[66]     0.3    0.00    0.02  173931         TaEvent::GetPairSynch(void) const [66]
                0.02    0.00  173931/1234833     TaEvent::GetData(int) const [28]
-----------------------------------------------
                0.00    0.02   34786/34786       VaAnalysis::AutoPairAna(void) [14]
[67]     0.3    0.00    0.02   34786         VaPair::GetAsy(int) [67]
                0.01    0.00  139062/1234833     TaEvent::GetData(int) const [28]
                0.00    0.00   69531/379210      VaPair::GetRight(void) const [68]
                0.00    0.00   69531/380858      VaPair::GetLeft(void) const [98]
-----------------------------------------------
                0.00    0.00   15645/379210      VaPair::PassedCutsInt(TaCutList) [33]
                0.00    0.00   15746/379210      VaPair::PassedCuts(void) [53]
                0.00    0.00   34786/379210      TaRun::AccumPair(VaPair const &) [23]
                0.00    0.00   69531/379210      VaPair::GetAsy(int) [67]
                0.00    0.00   69572/379210      VaAnalysis::AutoPairAna(void) [14]
                0.00    0.00  173930/379210      VaPair::GetDiff(int) [46]
[68]     0.1    0.01    0.00  379210         VaPair::GetRight(void) const [68]
-----------------------------------------------
                0.00    0.00   17393/52180       TaPairFromPair::Fill(TaEvent &) [7]
                0.01    0.00   34787/52180       TaPairFromPair::CheckSequence(TaEvent &) [13]
[69]     0.1    0.01    0.00   52180         TaEvent::GetDelHelicity(void) const [69]
-----------------------------------------------
                0.01    0.00   17394/34788       TaPairFromPair::TaPairFromPair(void) [37]
                0.01    0.00   17394/34788       VaPair::VaPair(void) [41]
[70]     0.1    0.01    0.00   34788         VaPair::Init(void) [70]
-----------------------------------------------
                0.00    0.00       1/17395       __do_global_dtors_aux [92]
                0.00    0.00       1/17395       __do_global_ctors_aux [91]
                0.01    0.00   17393/17395       TaRun::AccumPair(VaPair const &) [23]
[71]     0.1    0.01    0.00   17395         VaPair::GetResults(void) const [71]
                0.00    0.00       1/3           deque<TaEvent, __default_alloc_template<true, 0>, 0>::destroy_map_and_nodes(void) [165]
                0.00    0.00       1/3           deque<TaEvent, __default_alloc_template<true, 0>, 0>::create_map_and_nodes(unsigned int) [164]
-----------------------------------------------
                                                 <spontaneous>
[72]     0.1    0.01    0.00                 THaCodaFile::getEvBuffer(void) [72]
-----------------------------------------------
                0.00    0.00    3478/17392       TaPairFromPair::Fill(TaEvent &) [7]
                0.00    0.00    6957/17392       VaAnalysis::PreProcessEvt(void) [4]
                0.00    0.00    6957/17392       VaAnalysis::ProcessEvt(void) [16]
[73]     0.1    0.00    0.01   17392         deque<TaEvent, __default_alloc_template<true, 0>, 0>::pop_front_aux(void) [73]
                0.01    0.00   17392/347875      TaEvent::~TaEvent(void) <cycle 1> [35]
-----------------------------------------------
                0.00    0.00   34787/34787       VaAnalysis::PreProcessEvt(void) [4]
[74]     0.1    0.00    0.00   34787         TaEvent::GetHelicity(void) const [74]
                0.00    0.00   34787/1234833     TaEvent::GetData(int) const [28]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[75]     0.0    0.00    0.00       1         TaAnalysisManager::End(void) [75]
                0.00    0.00       1/1           VaAnalysis::RunFini(void) [78]
                0.00    0.00       1/1           TaRun::~TaRun(void) [88]
                0.00    0.00       1/1           TaBeamAna::~TaBeamAna(void) [96]
                0.00    0.00       1/1           VaAnalysis::Finish(void) [177]
                0.00    0.00       1/1           TaRun::Finish(void) [178]
                0.00    0.00       1/2           TaAsciiDB::GetAnaType(void) const [166]
-----------------------------------------------
                0.00    0.00       1/1           TaAnalysisManager::Init(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [77]
[76]     0.0    0.00    0.00       1         TaAnalysisManager::InitCommon(void) [76]
                0.00    0.00       1/1           TaRun::Init(void) [79]
                0.00    0.00       1/1           VaAnalysis::RunIni(TaRun &) [83]
                0.00    0.00       1/1           TaBeamAna::TaBeamAna(void) [94]
                0.00    0.00       1/1           TaAsciiDB::SelfCheck(void) [195]
                0.00    0.00       1/2           TaAsciiDB::GetAnaType(void) const [166]
                0.00    0.00       1/1           cmp_nocase(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [196]
                0.00    0.00       1/1           VaAnalysis::Init(void) [189]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[77]     0.0    0.00    0.00       1         TaAnalysisManager::Init(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [77]
                0.00    0.00       1/1           TaAnalysisManager::InitCommon(void) [76]
                0.00    0.00       1/1           TaRun::TaRun(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [395]
-----------------------------------------------
                0.00    0.00       1/1           TaAnalysisManager::End(void) [75]
[78]     0.0    0.00    0.00       1         VaAnalysis::RunFini(void) [78]
                0.00    0.00       2/17394       TaPairFromPair::~TaPairFromPair(void) [30]
                0.00    0.00       1/347875      TaEvent::~TaEvent(void) <cycle 1> [35]
                0.00    0.00       1/1567928     TaEvent::GetEvNumber(void) const [51]
                0.00    0.00       2/4           deque<TaEvent, __default_alloc_template<true, 0>, 0>::clear(void) [163]
                0.00    0.00       1/2           deque<VaPair *, __default_alloc_template<true, 0>, 0>::clear(void) [172]
-----------------------------------------------
                0.00    0.00       1/1           TaAnalysisManager::InitCommon(void) [76]
[79]     0.0    0.00    0.00       1         TaRun::Init(void) [79]
                0.00    0.00       1/1           TaDevice::Init(VaDataBase const &) [82]
                0.00    0.00       1/34901       TaRun::GetBuffer(void) [45]
                0.00    0.00       1/34794       TaEvent::TaEvent(void) [57]
                0.00    0.00       1/1           TaRun::FindRunNumber(void) [97]
                0.00    0.00       1/1           TaAsciiDB::TaAsciiDB(void) [397]
                0.00    0.00       1/1           TaAsciiDB::Load(int) [193]
                0.00    0.00       1/1           TaDevice::TaDevice(void) [396]
                0.00    0.00       1/1           TaCutList::TaCutList(unsigned int) [398]
                0.00    0.00       1/1           TaCutList::Init(VaDataBase const &) [190]
                0.00    0.00       1/1           TaRun::InitDevices(void) [186]
                0.00    0.00       1/4           TaAsciiDB::GetOverSamp(void) const [162]
-----------------------------------------------
                0.00    0.00  139148/139148      TaBeamAna::EventAnalysis(void) [19]
[80]     0.0    0.00    0.00  139148         TaEvent::AddResult(TaLabelledQuantity const &) [80]
                0.00    0.00       3/86968       vector<TaLabelledQuantity, __default_alloc_template<true, 0> >::insert_aux(TaLabelledQuantity *, TaLabelledQuantity const &) [26]
-----------------------------------------------
                0.00    0.00       1/2           TaAsciiDB::GetDacNoise(int const &, int const &, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [85]
                0.00    0.00       1/2           TaAsciiDB::GetPedestal(int const &, int const &) const [86]
[81]     0.0    0.00    0.00       2         TaAsciiDB::GetData(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, vector<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, __default_alloc_template<true, 0> >) const [81]
                0.00    0.00      16/172117      vector<double, __default_alloc_template<true, 0> >::insert_aux(double *, double const &) [40]
                0.00    0.00     600/2602        VaDataBase::bstrstr(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) const [110]
                0.00    0.00     168/168         TaAsciiDB::GetData(dtype *) const [128]
                0.00    0.00       2/54          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::lower_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [141]
                0.00    0.00       2/40          rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > >, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, vector<dtype *, __default_alloc_template<true, 0> > > >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::upper_bound(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [143]
-----------------------------------------------
                0.00    0.00       1/1           TaRun::Init(void) [79]
[82]     0.0    0.00    0.00       1         TaDevice::Init(VaDataBase const &) [82]
                0.00    0.00     120/120         TaAsciiDB::GetDacNoise(int const &, int const &, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) const [85]
                0.00    0.00      60/60          TaAsciiDB::GetPedestal(int const &, int const &) const [86]
                0.00    0.00     339/476         rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, int>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, int> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::find(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [124]
                0.00    0.00     339/1681        rb_tree<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, int>, select1st<pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, int> >, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::insert_unique(pair<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const, int> const &) [111]
                0.00    0.00     113/113         TaDevice::AddRawKey(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >) [135]
                0.00    0.00      63/808         map<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, int, less<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > >, __default_alloc_template<true, 0> >::~map(void) [358]
                0.00    0.00      63/1010        vector<basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> >, __default_alloc_template<true, 0> >::insert_aux(basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > *, basic_string<char, string_char_traits<char>, __default_alloc_template<true, 0> > const &) [114]
